Testcase,Function,Module,Pass Rate,339644,338707,337915,336608,335774,334935,334211,333447,332645,331911,331246,329743,328972,328195
FtOpSoQosWredCfg001,test_ft_qos_config_mgmt_verifying_config_with_save_reboot,qos/test_qos_save_reboot.py,46,Pass,NE,NE,NE,NE,Pass,Pass,NE,Pass,Pass,NE,Pass,--NE--,NE
FtOpSoQosEcnCfg001,test_ft_qos_config_mgmt_verifying_config_with_save_reboot,qos/test_qos_save_reboot.py,46,Pass,NE,NE,NE,NE,Pass,Pass,NE,Pass,Pass,NE,Pass,--NE--,NE
FtOpSoQosAclCmFn002,test_ft_qos_config_mgmt_verifying_config_with_save_reboot,qos/test_qos_save_reboot.py,46,Pass,NE,NE,NE,NE,Pass,Pass,NE,Pass,Pass,NE,Pass,--NE--,NE
FtOpSoQosAclCmFn001,test_ft_qos_config_mgmt_verifying_config_with_save_reboot,qos/test_qos_save_reboot.py,46,Pass,NE,NE,NE,NE,Pass,Pass,NE,Pass,Pass,NE,Pass,--NE--,NE
FtFpSoQoSCoSCfg001,test_ft_qos_config_mgmt_verifying_config_with_save_reboot,qos/test_qos_save_reboot.py,46,Pass,NE,NE,NE,NE,Pass,Pass,NE,Pass,Pass,NE,Pass,--NE--,NE
FtOtSoRtBgpPlFn025,TestBGPRrTraffic.test_ft_bgp6_rr_traffic_check,routing/BGP/test_bgp_rr_traffic.py,100,--NE--,--NE--,--NE--,--NE--,--NE--,Pass,--NE--,Pass,--NE--,Pass,--NE--,--NE--,Pass,Pass
ft_ip_static_ip_on_mgmt_intrf,test_ft_ip_static_ip_on_mgmt_intrf,system/test_device_mgmt.py,0,NE,Fail,Fail,Fail,Fail,Fail,Fail,NE,Fail,Fail,Fail,Fail,--NE--,NE
ft_ipv6_ndp_clear_cache,test_ft_ipv6_neighbor_entry,routing/test_ndp.py,20,NE,--NE--,NE,Pass,NE,--NE--,NE,NE,Fail,NE,Pass,--NE--,--NE--,NE
ft_ipv6_neighbor_entry,test_ft_ipv6_neighbor_entry,routing/test_ndp.py,20,NE,--NE--,NE,Pass,NE,--NE--,NE,NE,Fail,NE,Pass,--NE--,--NE--,NE
ft_ipv6_neighbor_static_entry,test_ft_ipv6_neighbor_entry,routing/test_ndp.py,20,NE,--NE--,NE,Pass,NE,--NE--,NE,NE,Fail,NE,Pass,--NE--,--NE--,NE
ft_arp_dynamic_renew_traffic_test,test_ft_arp_dynamic_renew_traffic_test,routing/test_arp.py,36,NE,NE,NE,Pass,Pass,Pass,--NE--,NE,--NE--,NE,Pass,NE,--NE--,NE
Unique: 131,Unique: 69,Unique: 14,>90%: 87/131=66%,<a href='docker-202111-339644-l3/dashboard.html'>102/126=80.95%</a>,<a href='docker-202111-338707-l3/dashboard.html'>79/122=64.75%</a>,<a href='docker-202111-337915-l3/dashboard.html'>74/111=66.67%</a>,<a href='docker-202111-336608-l3/dashboard.html'>82/123=66.67%</a>,<a href='docker-202111-335774-l3/dashboard.html'>96/120=80.00%</a>,<a href='docker-202111-334935-l3/dashboard.html'>103/131=78.63%</a>,<a href='docker-202111-334211-l3/dashboard.html'>102/128=79.69%</a>,<a href='docker-202111-333447-l3/dashboard.html'>80/118=67.80%</a>,<a href='docker-202111-332645-l3/dashboard.html'>88/131=67.18%</a>,<a href='docker-202111-331911-l3/dashboard.html'>99/119=83.19%</a>,<a href='docker-202111-331246-l3/dashboard.html'>93/123=75.61%</a>,<a href='docker-202111-329743-l3/dashboard.html'>85/130=65.38%</a>,<a href='docker-202111-328972-l3/dashboard.html'>96/131=73.28%</a>,<a href='docker-202111-328195-l3/dashboard.html'>81/118=68.64%</a>
